gene_raw	rna_log2fc	rna_fdr	gene_name
ASMT	2.020663584116692	1.0729739160546893e-21	ASMT
AC015849.1	2.530767994582462	1.0832655479393713e-21	AC015849.1
HCG4B	1.7529933799226676	1.0840439363489218e-21	HCG4B
CDH2	1.2110159487021388	1.0867435832583625e-21	CDH2
INSC	-1.8027387174382137	1.0930542209550397e-21	INSC
LINC00410	-3.4785709416632864	1.094117247771666e-21	LINC00410
AC069549.1	2.250876870169464	1.1001639874425522e-21	AC069549.1
Z98745.2	3.2789261247360644	1.1583357087602717e-21	Z98745.2
CACNA1S	-2.0641926946939626	1.1709492812763493e-21	CACNA1S
ANXA3	-2.020613241446789	1.1735361468090076e-21	ANXA3
ARHGEF26	-1.4195245145471014	1.1739389042870469e-21	ARHGEF26
AC097634.1	1.9203433007109056	1.1739649326784146e-21	AC097634.1
ZNF436-AS1	1.2364882084729087	1.1761710982623697e-21	ZNF436-AS1
SORD2P	-1.6194020390926354	1.1855007742589569e-21	SORD2P
SAP30L-AS1	1.1971592848517252	1.1897524660325113e-21	SAP30L-AS1
DIAPH2-AS1	1.854073622445972	1.1898113676209108e-21	DIAPH2-AS1
MED8-AS1	1.480959173442265	1.1999941973219822e-21	MED8-AS1
BCL11A	1.3840450907094284	1.2074174188211262e-21	BCL11A
TSGA10IP	2.131866862756407	1.208712682592113e-21	TSGA10IP
AL008723.2	2.561519466541809	1.2101533052745866e-21	AL008723.2
SALL4	2.345608188620811	1.2193856511354704e-21	SALL4
RPS20P14	1.4311982510249528	1.2232565828967229e-21	RPS20P14
MIR590	1.774342462828708	1.224275347273672e-21	MIR590
AL033527.2	2.539478023966532	1.2581430232570452e-21	AL033527.2
AC018644.1	1.9591652767313708	1.2916589550827485e-21	AC018644.1
AL049840.2	1.417805035823405	1.2989814156144632e-21	AL049840.2
COLCA1	-1.7682622191141495	1.3058204801344398e-21	COLCA1
LINC01004	1.4658324056104806	1.3146789955458086e-21	LINC01004
PRELID1P4	1.304742323079417	1.3220983225071217e-21	PRELID1P4
AC008050.1	1.872769879500385	1.3425255321801328e-21	AC008050.1
AC009690.2	1.997792981385737	1.3437257448797001e-21	AC009690.2
TRIM36	1.2590307889930838	1.3438208112540576e-21	TRIM36
HLA-W	1.2304908587318937	1.3469343237728166e-21	HLA-W
AL592295.3	1.5531810924899088	1.3490469188013744e-21	AL592295.3
AC116667.1	1.2176478618403577	1.4055251949578257e-21	AC116667.1
AP001160.1	2.054527050639006	1.4095085369031666e-21	AP001160.1
AFG3L1P	1.0868088803709728	1.4104522188954873e-21	AFG3L1P
CCDC178	-1.5105019021605626	1.4176994476070059e-21	CCDC178
AC007496.3	2.030407533129908	1.4199915868522853e-21	AC007496.3
AC015799.1	1.757733241902887	1.4321200930393965e-21	AC015799.1
FAM72B	1.3854699061820557	1.4397975810064445e-21	FAM72B
AC096669.1	3.28522779017781	1.4691252152834445e-21	AC096669.1
GTF2IP13	1.047872460026698	1.4734526488008674e-21	GTF2IP13
LINC02269	5.551438471597207	1.4766605996605698e-21	LINC02269
CEACAM3	1.6574683058257422	1.482844064630132e-21	CEACAM3
ISCA1P4	-1.3450598980973083	1.4851213520405114e-21	ISCA1P4
RN7SKP16	1.5385290824374895	1.4944847645623629e-21	RN7SKP16
SPSB1	1.3015292701155172	1.5327101225699153e-21	SPSB1
LTC4S	1.222974683380049	1.5507372616105585e-21	LTC4S
LINC01281	3.5905195496502684	1.5586953002332273e-21	LINC01281
AC131888.1	1.4247872646789168	1.574416371774821e-21	AC131888.1
AL008633.1	2.0299319363957484	1.5773764259718395e-21	AL008633.1
SYN3-AS1	-1.900658830219781	1.5996872265652608e-21	SYN3-AS1
COQ8A	1.4249680342751605	1.6032963901148156e-21	COQ8A
SPEM2	3.624224295800875	1.6237576248694678e-21	SPEM2
IFITM10	1.7477169549075953	1.6243931031084017e-21	IFITM10
ZC3H11A	1.7589914754244291	1.6399348989822134e-21	ZC3H11A
AC010329.1	-4.092849456595304	1.6556893469765685e-21	AC010329.1
AL390957.1	1.8076014908449087	1.6579087214408254e-21	AL390957.1
TUBA8	1.392618283490933	1.6953117758804718e-21	TUBA8
RN7SKP70	1.7817735656989917	1.707803714543579e-21	RN7SKP70
CTAGE7P	1.5624588702297009	1.7365319975209083e-21	CTAGE7P
TRBV23-1	3.779984654831884	1.7379384834363984e-21	TRBV23-1
AL391261.1	-1.7768612271893864	1.7413132432194028e-21	AL391261.1
CCDC26	1.951873759564204	1.7702015789913966e-21	CCDC26
LDHAP2	1.7001504645963548	1.77239481837889e-21	LDHAP2
AL355796.1	3.3241119724758303	1.787665607798788e-21	AL355796.1
AP005131.2	1.9479475648290023	1.798977108046869e-21	AP005131.2
AL356273.2	1.4907232838882631	1.803215786771545e-21	AL356273.2
AC136601.2	4.4679657446186605	1.8385676735586584e-21	AC136601.2
AC002059.3	1.630729069245675	1.8452849892492266e-21	AC002059.3
ASS1P11	-2.912061228707108	1.8868533654441e-21	ASS1P11
S100A5	-1.7753179590069714	1.899288255032305e-21	S100A5
GCNT3	-1.7519359412879292	1.9109703339130817e-21	GCNT3
ADCY8	3.2967047686985507	1.9123517125620103e-21	ADCY8
Z73965.1	1.4472552730576644	1.914970873662324e-21	Z73965.1
RPL37P6	1.631471693459421	1.9215116805423726e-21	RPL37P6
AC004854.1	2.977711305881115	1.930751453732053e-21	AC004854.1
LINC01569	1.015578748580265	1.941987313006281e-21	LINC01569
AC009301.1	1.6861035183796051	1.9445280484742308e-21	AC009301.1
LUC7L	1.0414808189543077	1.965997960461838e-21	LUC7L
LILRA5	1.2688533411141871	1.974236944769035e-21	LILRA5
NEAT1	1.6494370157299634	1.977833094808639e-21	NEAT1
CELSR3	1.496466189805366	1.9972294138918786e-21	CELSR3
CACNA1A	1.34370402054127	2.014310739384702e-21	CACNA1A
PRSS57	2.254979206781349	2.026745874598989e-21	PRSS57
AC007292.1	1.323705691040501	2.0356920542403995e-21	AC007292.1
ARPC3P4	1.8966226960829609	2.078902453406241e-21	ARPC3P4
PHBP9	1.3086420729257775	2.1197899775950586e-21	PHBP9
PRSS2	3.056481761402943	2.139477956388935e-21	PRSS2
GABRR2	1.4515159011331311	2.1759642612435985e-21	GABRR2
AC010618.3	1.2759089674107351	2.1937277011316586e-21	AC010618.3
AC012433.2	-4.1397330615013495	2.1969344080573606e-21	AC012433.2
PARVB	1.0960808321938045	2.23196940617409e-21	PARVB
RAPGEF4-AS1	2.7937126233303715	2.2337725727389337e-21	RAPGEF4-AS1
ERVE-1	-5.146150828204632	2.2544432074086254e-21	ERVE-1
AC002558.3	2.3798466604266806	2.307452172354676e-21	AC002558.3
LGALS9C	1.78672293373579	2.3273734915842587e-21	LGALS9C
AC004584.1	2.2612793529515325	2.341298016539621e-21	AC004584.1
AD001527.1	2.0466336630623574	2.3683934267810455e-21	AD001527.1
AP003484.1	3.824909790334462	2.376800451970547e-21	AP003484.1
TGM2	1.2622288073935493	2.3811380834203916e-21	TGM2
KLHDC8A	1.7191203288887658	2.4567747642948244e-21	KLHDC8A
CEACAM1	-1.1574112574007105	2.476834286258943e-21	CEACAM1
NME3	1.0423116294967645	2.4941191076948408e-21	NME3
AL080317.1	1.5624887244413743	2.5492833486239364e-21	AL080317.1
BPIFB9P	2.3478823373909337	2.5492833486239364e-21	BPIFB9P
Z85996.2	2.5590335652652216	2.6383152257228926e-21	Z85996.2
RHEBP2	-1.1850603895870535	2.6577018713089688e-21	RHEBP2
CYTIP	1.2117345474246757	2.678034463311497e-21	CYTIP
PKNOX2	-1.5662858326104645	2.6844777274523746e-21	PKNOX2
AC091825.1	2.346952906867481	2.687556114498957e-21	AC091825.1
MAP3K2-DT	1.1768686258355097	2.7095473242487447e-21	MAP3K2-DT
AC025627.1	2.1391958978998358	2.7241309978396094e-21	AC025627.1
AC011484.1	1.2411062044366223	2.731017702701997e-21	AC011484.1
ITIH4	2.3956392502345	2.731017702701997e-21	ITIH4
RN7SKP173	2.345189942056421	2.7315550166012977e-21	RN7SKP173
TRBV10-2	2.872537704662668	2.770167083878797e-21	TRBV10-2
PLA2G6	1.316137028396874	2.7704124498667802e-21	PLA2G6
SEMA3F-AS1	1.2283369895190444	2.8271386693914504e-21	SEMA3F-AS1
AC097713.2	3.453154686348504	2.8283496850478687e-21	AC097713.2
MAP7D2	2.381381648480554	2.828407037805992e-21	MAP7D2
SLIT1	1.189324026018007	2.83467628092494e-21	SLIT1
POU4F1	3.684732242431969	2.859906041400879e-21	POU4F1
NDUFA4	-1.0201964377981254	2.8865074093342117e-21	NDUFA4
OGFR-AS1	1.4214556398262672	2.8888330098182608e-21	OGFR-AS1
AC092653.1	1.4083484259589796	2.951595147789007e-21	AC092653.1
AC100827.2	2.2393418816535204	2.956550570492094e-21	AC100827.2
MIR4635	2.2947209769800363	2.997080164299019e-21	MIR4635
RPL12P10	1.9086019361446136	2.997378805802028e-21	RPL12P10
AP001029.3	2.283801265736587	3.044041274874297e-21	AP001029.3
AGAP4	1.0854254869545243	3.0558243632276098e-21	AGAP4
LDHAP5	1.3172514134472102	3.0746088476351213e-21	LDHAP5
RNU6-312P	2.072349947325609	3.0792614381761007e-21	RNU6-312P
CPNE7	2.2556769268907804	3.0829633664546428e-21	CPNE7
RNA5SP82	1.6739730493023173	3.0878794534839397e-21	RNA5SP82
CYP1D1P	3.186670040697791	3.100214048151447e-21	CYP1D1P
AC011239.1	-2.9480980309566505	3.1471150950534738e-21	AC011239.1
AC013394.1	1.87228760680618	3.1894663922791317e-21	AC013394.1
GRIP1	-1.2160039639782043	3.192594477667553e-21	GRIP1
AC092053.4	-1.0575094261621982	3.2090892002578357e-21	AC092053.4
DERL3	1.9017617757963792	3.270750857429731e-21	DERL3
AL021707.3	1.817964084494308	3.2715137757413986e-21	AL021707.3
AL118508.3	1.320175598239826	3.2788217233481144e-21	AL118508.3
AC008906.1	1.1413684985129091	3.3903819237848225e-21	AC008906.1
TRBV5-5	2.7628982535421747	3.4199893927996266e-21	TRBV5-5
FAM83B	-3.601128677314791	3.4844533879099245e-21	FAM83B
KCNG2	-1.5142722602338976	3.5129833998624815e-21	KCNG2
CCDC168	1.6427858076694564	3.5646388233366146e-21	CCDC168
LDHB	-1.1871760107379985	3.5911453702462496e-21	LDHB
SNORA33	1.6834057972129457	3.60854012960289e-21	SNORA33
SNHG4	1.2565636811145344	3.6259832405696076e-21	SNHG4
AC104365.2	2.998007078115052	3.725706463343601e-21	AC104365.2
PYGO1	-1.6272224274627058	3.744241847088822e-21	PYGO1
AC010205.1	-1.7276727766518245	3.754131515823289e-21	AC010205.1
AQP8	2.386615948584024	3.771433074824135e-21	AQP8
KCNC1	1.7283731500425004	3.771472941461998e-21	KCNC1
AC073048.1	-2.6755639563487583	3.7745910397869386e-21	AC073048.1
AC079384.1	3.0152743543087093	3.792321889564401e-21	AC079384.1
LINC02273	1.6841539221494648	3.82668204277973e-21	LINC02273
AC087239.1	1.789977589844913	3.8575410497581416e-21	AC087239.1
AP003100.1	4.548342736708471	3.863044683475966e-21	AP003100.1
H2BW3P	2.199667008856089	3.899165083560695e-21	H2BW3P
AC004461.2	1.7085728578400283	3.958862483772992e-21	AC004461.2
CDC37P2	2.4037234861585546	4.007638963167619e-21	CDC37P2
BNIPL	-1.4355228199352	4.0205027299426105e-21	BNIPL
SCIN	-2.058518826883319	4.100192820267489e-21	SCIN
B3GNT4	1.7557314613956747	4.1067407416746335e-21	B3GNT4
TRIM73	1.9613524945702472	4.153897667083372e-21	TRIM73
PLEKHG4B	-2.178669139236322	4.197530388857362e-21	PLEKHG4B
STEAP3-AS1	2.032632332911886	4.2189879518813305e-21	STEAP3-AS1
LINC01117	1.2821226176493847	4.2189879518813305e-21	LINC01117
AC106782.5	1.249723943710526	4.228657964316331e-21	AC106782.5
SLC44A4	-1.9353140701170184	4.275367438882429e-21	SLC44A4
AC011481.1	1.8368385121352973	4.286101690518704e-21	AC011481.1
ALDH1B1	-1.2807785230276514	4.3161464918346616e-21	ALDH1B1
AZGP1P1	-2.730866765372322	4.322869900272998e-21	AZGP1P1
AC010894.4	2.712351420105533	4.336386114968474e-21	AC010894.4
ANKRD36B	1.306736144751779	4.362512871764943e-21	ANKRD36B
ATP11A-AS1	3.2620477051810504	4.3751028588307e-21	ATP11A-AS1
PTPRR	1.5169181127741862	4.4280482915560386e-21	PTPRR
AL645929.2	1.3041808710050855	4.464327262474921e-21	AL645929.2
AL109933.1	-4.065156393619939	4.478208329806905e-21	AL109933.1
MCCD1P1	2.544625805323047	4.4933958986782055e-21	MCCD1P1
SLC25A5	-1.1398251577603793	4.595863386360161e-21	SLC25A5
AC019294.2	1.6134149518148888	4.642125037103082e-21	AC019294.2
MNS1	-1.060252122372113	4.6492641554025815e-21	MNS1
PRAME	2.818251568056931	4.742520744601237e-21	PRAME
C1QTNF7	-1.6267756913224876	4.7922910853963166e-21	C1QTNF7
PCA3	1.5867460403705238	4.7991014707753775e-21	PCA3
AC008770.2	-1.051365787966228	4.8172094921246485e-21	AC008770.2
AL135960.1	1.82530352331849	4.83042310262962e-21	AL135960.1
AL137856.1	2.950321966930016	4.847330335049192e-21	AL137856.1
GK-AS1	1.6698388602816845	4.8635099545206184e-21	GK-AS1
LINC02102	1.6580318965666192	4.874408508378087e-21	LINC02102
AC087257.2	2.0859228512680734	4.8999670789720706e-21	AC087257.2
AC107223.1	1.5365909541483584	4.933008436082666e-21	AC107223.1
AL023881.1	1.4947374840406653	4.934534350945252e-21	AL023881.1
EIF4A2P1	-1.4372038658864053	4.93851972157883e-21	EIF4A2P1
AC012181.2	1.3140293660333917	4.94487289454004e-21	AC012181.2
AC018638.7	1.5261518088025232	4.9494170622670485e-21	AC018638.7
AC002044.2	2.4688541764581	5.002175732268394e-21	AC002044.2
AC012213.3	1.7706584821467009	5.043033281097618e-21	AC012213.3
AC138649.2	1.640295190738713	5.06316876779205e-21	AC138649.2
LINC01237	1.469700671583093	5.2406383271934585e-21	LINC01237
OBP2B	3.350961573658452	5.284792266568972e-21	OBP2B
AC016383.2	-2.796823320162275	5.3057171938244856e-21	AC016383.2
MIR3176	2.027663723880045	5.332950174348568e-21	MIR3176
STIM2-AS1	-1.3401619263897098	5.381777465719861e-21	STIM2-AS1
LINC01611	4.472749457687413	5.6313861786438576e-21	LINC01611
AC004241.3	-1.146985094660645	5.633537697926162e-21	AC004241.3
TTC34	1.266639204240008	5.636643411681705e-21	TTC34
AC128707.1	-3.163120027147755	5.6445336028873534e-21	AC128707.1
AC003681.1	1.3547941169603614	5.708154823478233e-21	AC003681.1
LINC01411	4.388917054396913	5.7154966978716905e-21	LINC01411
LINC01224	-2.440174566800656	5.763706684203449e-21	LINC01224
LINC00222	1.8188147438344515	5.7796000429466084e-21	LINC00222
AC023794.2	-1.5882560553319998	5.8054006900568964e-21	AC023794.2
INO80B	1.433279106052358	5.877219032117699e-21	INO80B
AC099542.1	2.160048549839695	5.888669967640618e-21	AC099542.1
LGSN	-2.086259720741498	5.935864338524651e-21	LGSN
GALNT14	1.1042269944362226	5.997080716822148e-21	GALNT14
MRPS9-AS1	1.519661725759699	6.0395590260284446e-21	MRPS9-AS1
AC003093.1	3.372054270154216	6.184636646408054e-21	AC003093.1
C6orf132	-1.4521631858102648	6.227047904985635e-21	C6orf132
RPL39P38	1.7180643764047463	6.2746250487517735e-21	RPL39P38
AC012254.5	1.8500541250028173	6.328478084849021e-21	AC012254.5
NPY2R	-3.717388228198765	6.4295678609898275e-21	NPY2R
LINC02145	1.6981652829570737	6.4355659393532854e-21	LINC02145
RIPOR2	1.0176381702179629	6.4417986067109104e-21	RIPOR2
AC069528.2	1.1443167281334752	6.604535479543049e-21	AC069528.2
HOXC12	2.258868432807662	6.6235358681978516e-21	HOXC12
CEBPE	1.498062324559844	6.627142972689569e-21	CEBPE
AC243772.3	2.069201768069187	6.668771728920832e-21	AC243772.3
SST	3.5279887073799547	6.6793775424485305e-21	SST
AP001148.1	-1.0506501249875349	6.834804550388424e-21	AP001148.1
IMPDH1P10	2.2241791769742414	6.834931633564045e-21	IMPDH1P10
NKAPL	-1.0852353422562422	6.86087100119985e-21	NKAPL
TUBB3	2.3037257074828967	6.92211177309822e-21	TUBB3
SIGLEC18P	3.1717824997507544	6.969575235523549e-21	SIGLEC18P
H2BC7	2.581890342966457	7.034935722512798e-21	H2BC7
AL121974.1	-3.661408797743831	7.052595552016233e-21	AL121974.1
UGT1A10	4.036323580721029	7.076767533854051e-21	UGT1A10
ACBD3-AS1	1.6925554060572416	7.093023177286613e-21	ACBD3-AS1
H2BC21	-1.20635383020274	7.139853709348335e-21	H2BC21
PPARGC1A	-1.7127767726261225	7.146436408031208e-21	PPARGC1A
AL627422.2	2.172762186314716	7.278559850008218e-21	AL627422.2
PSMD10P1	1.8389760030181168	7.324952738390722e-21	PSMD10P1
AC020659.1	2.073020381775961	7.37715329046613e-21	AC020659.1
AC073869.1	2.174083592539528	7.390846759567515e-21	AC073869.1
AC087289.5	1.3301665158206877	7.495452649023183e-21	AC087289.5
RPS3AP38	1.8129351135671397	7.548814406570158e-21	RPS3AP38
LRRC37A9P	2.045535952934665	7.654857456033835e-21	LRRC37A9P
AC073655.1	2.278352740428953	7.804481431717768e-21	AC073655.1
LINC01513	2.1899735148873867	7.834049108517431e-21	LINC01513
ELOVL3	-1.4519368538829966	7.851649695152054e-21	ELOVL3
TRAV20	2.330584347502115	7.857845501509458e-21	TRAV20
AL162727.2	1.398531501487941	7.997375138706266e-21	AL162727.2
AC020658.5	1.6482901369627825	8.096226598549576e-21	AC020658.5
AL162274.2	1.0206083582611092	8.123515767472115e-21	AL162274.2
AC104758.1	1.6744389345983175	8.253655038306333e-21	AC104758.1
CTAGE6	3.0120819781581907	8.300707767697916e-21	CTAGE6
LINC00685	1.574970785098715	8.308521476311512e-21	LINC00685
LYG2	1.8594861304810395	8.577374960431892e-21	LYG2
SCGB1B2P	1.295672938442594	8.578510244060142e-21	SCGB1B2P
SNORD62B	1.5688876593933097	8.593336625558842e-21	SNORD62B
AL512378.1	3.720173078726658	8.679781894285222e-21	AL512378.1
IGLC3	2.608784814476292	8.736222578393298e-21	IGLC3
SLC22A16	2.04245176844985	8.814304560275081e-21	SLC22A16
AC008870.4	2.031511208451537	8.881104826367553e-21	AC008870.4
AC005274.1	2.2724088861006737	9.035631481680116e-21	AC005274.1
RRM2P3	1.6958391822747347	9.19575377176964e-21	RRM2P3
AC008964.1	2.389735869485669	9.214582304425547e-21	AC008964.1
LINC01508	1.5149203058773957	9.288111362579024e-21	LINC01508
ADAMTS8	-1.4100996249455908	9.391597790327288e-21	ADAMTS8
MTHFD2	1.0330515218531062	9.397273631225327e-21	MTHFD2
SCTR	-1.422423765129929	9.439856700127611e-21	SCTR
AL513164.1	4.588228571782492	9.443093393293019e-21	AL513164.1
LINC01338	-1.9527555783434536	9.550714488764216e-21	LINC01338
AC092611.1	1.5099903273545252	9.558535598973703e-21	AC092611.1
LINC02390	2.992740289431187	9.558535598973703e-21	LINC02390
LAMP3	1.1749520879211297	9.654506707184828e-21	LAMP3
TMPRSS13	-1.699204837558491	9.70507495503934e-21	TMPRSS13
AC138150.2	1.2454177975970735	9.705995022553071e-21	AC138150.2
AC019181.1	-1.3695533034866931	9.746142300578606e-21	AC019181.1
BUB1B	1.2432820970236929	9.850535614287659e-21	BUB1B
TRAV36DV7	2.2747456459150914	9.850535614287659e-21	TRAV36DV7
GPAT2	1.3148134583639222	9.972732483284692e-21	GPAT2
AC068338.3	-1.2279552952634811	9.990211016824736e-21	AC068338.3
CADM4	-1.6843335709860827	1.0024398635524859e-20	CADM4
MOGAT3	2.2655077482602857	1.0182911716316555e-20	MOGAT3
AC010530.1	1.7621828310382175	1.0534534425188092e-20	AC010530.1
AP000763.3	2.519945487260256	1.0552029156250511e-20	AP000763.3
AC025917.1	1.5230516109850387	1.0685091398953911e-20	AC025917.1
MIR548AN	3.018031708864575	1.0756868093608088e-20	MIR548AN
EEF1A1P31	2.778406150465986	1.078074659886565e-20	EEF1A1P31
FREM2	-1.7014104156853382	1.0830396701536431e-20	FREM2
AC007601.1	2.1871232652686587	1.1308973163996447e-20	AC007601.1
CTF1	-1.172891131345238	1.1312485083998836e-20	CTF1
AC024940.1	2.3709032907381267	1.1344669292757098e-20	AC024940.1
AL023882.1	1.4168152543902828	1.1424497042609724e-20	AL023882.1
AC019206.1	2.5475319627945736	1.149225797886898e-20	AC019206.1
ARSH	-3.200562142923728	1.1560015160887505e-20	ARSH
AC092171.4	1.768082374197291	1.1562530616349115e-20	AC092171.4
WNK3	-1.6337171777222024	1.1663751377695483e-20	WNK3
TRAV10	2.5784366489633257	1.170262557232283e-20	TRAV10
C2CD4C	1.4249803505762395	1.2114657977626438e-20	C2CD4C
TCEAL2	-3.136675707518717	1.2218899847617571e-20	TCEAL2
KRT18P5	1.5677339639840542	1.2362631255648323e-20	KRT18P5
AC084809.1	-1.401566820838943	1.2362631255648323e-20	AC084809.1
OR7E108P	-3.6133338992982416	1.2411087442209967e-20	OR7E108P
IQGAP2	-1.132365819775982	1.2526631330848248e-20	IQGAP2
BARX1	3.633470195372244	1.2601491122679931e-20	BARX1
MARVELD3	-1.4068394077875592	1.2650691052574563e-20	MARVELD3
AC008781.2	1.787231672980906	1.2656667812878675e-20	AC008781.2
AC132872.2	1.7277631641470796	1.2691484716896913e-20	AC132872.2
AC117500.2	2.280448543201427	1.2697660295302006e-20	AC117500.2
LINC01664	1.932511992995417	1.2780527564703114e-20	LINC01664
OR56B1	3.812776973284777	1.2838813734879071e-20	OR56B1
LINC02763	2.147671708455469	1.3000144975347568e-20	LINC02763
NXF5	2.024526658585448	1.3083381503881906e-20	NXF5
AC232271.3	-1.1967373374976868	1.3169771330823883e-20	AC232271.3
RASGRF2-AS1	1.53063300816474	1.3217023342624156e-20	RASGRF2-AS1
MIR6753	3.024208815547663	1.3230610131973567e-20	MIR6753
CRYAA	-4.6385030750513065	1.3324094693515922e-20	CRYAA
CPNE4	-2.6208181802961152	1.3366354939029795e-20	CPNE4
AC093311.1	2.0492072023534185	1.337834485855082e-20	AC093311.1
CATSPER3	1.0523535594445692	1.3446133808248732e-20	CATSPER3
OBI1-AS1	1.4981088710139978	1.3486609512677951e-20	OBI1-AS1
EIF4EP1	1.802253177011292	1.3511105307086927e-20	EIF4EP1
HMMR	1.3429914897034108	1.4215391651330983e-20	HMMR
AC090206.1	-1.7422070316992069	1.424251981332968e-20	AC090206.1
CD163L1	1.5129018273875434	1.4289303481313072e-20	CD163L1
LINC02811	3.3206286234404603	1.4531733616224852e-20	LINC02811
COL6A1	1.1057920078667796	1.4659069164594112e-20	COL6A1
PLAAT4	1.2828348592076315	1.4779258594773524e-20	PLAAT4
RN7SKP80	2.2198573464569176	1.484366664557294e-20	RN7SKP80
RPRM	-3.2887924649458142	1.4988785899801594e-20	RPRM
KANSL1L-AS1	1.366629074073364	1.4988785899801594e-20	KANSL1L-AS1
AC010761.3	1.7043029607987423	1.5349549928901323e-20	AC010761.3
LGALS3	1.328327149259854	1.538283698607853e-20	LGALS3
FSIP2-AS2	2.077003253758633	1.5385961372748926e-20	FSIP2-AS2
TICAM2	1.5441799908595562	1.5556147533038283e-20	TICAM2
CBWD3	1.0826535122132352	1.5709866919155894e-20	CBWD3
PADI3	3.6450293577239368	1.5755439637015428e-20	PADI3
AC093063.1	4.7225904046313	1.5932202038486944e-20	AC093063.1
C15orf48	1.5191006116456165	1.5958130511990863e-20	C15orf48
AC011416.3	-1.4140155906330114	1.6129553806339468e-20	AC011416.3
RNU6-88P	2.320857742194259	1.6293600516801774e-20	RNU6-88P
ZGLP1	1.3046635921619003	1.6934475846399682e-20	ZGLP1
RNU4-62P	2.376744421542702	1.717424306313986e-20	RNU4-62P
